GameID,HomeTeam,HomeTeamID,AwayTeam,AwayTeamID,Date
22100425,UTA,1610612762,LAC,1610612746,20211215
22100426,POR,1610612757,MEM,1610612763,20211215
22100427,SAC,1610612758,WAS,1610612764,20211215
22100428,IND,1610612754,DET,1610612765,20211216
22100429,BKN,1610612751,PHI,1610612755,20211216
22100430,TOR,1610612761,CHI,1610612741,20220203
22100431,HOU,1610612745,NYK,1610612752,20211216
22100432,PHX,1610612756,WAS,1610612764,20211216
22100433,ORL,1610612753,MIA,1610612748,20211217
22100434,ATL,1610612737,DEN,1610612743,20211217
22100435,BOS,1610612738,GSW,1610612744,20211217
22100436,MIN,1610612750,LAL,1610612747,20211217
22100437,UTA,1610612762,SAS,1610612759,20211217
22100438,NOP,1610612740,MIL,1610612749,20211217
22100439,POR,1610612757,CHA,1610612766,20211217
22100440,SAC,1610612758,MEM,1610612763,20211217
22100441,DET,1610612765,HOU,1610612745,20211218
22100442,BKN,1610612751,ORL,1610612753,20211218
22100443,TOR,1610612761,GSW,1610612744,20211218
22100444,OKC,1610612760,LAC,1610612746,20211218
22100445,BOS,1610612738,NYK,1610612752,20211218
22100446,MIL,1610612749,CLE,1610612739,20211218
22100447,UTA,1610612762,WAS,1610612764,20211218
22100448,CHI,1610612741,LAL,1610612747,20211219
22100449,DET,1610612765,MIA,1610612748,20211219
22100450,MEM,1610612763,POR,1610612757,20211219
22100451,SAC,1610612758,SAS,1610612759,20211219
22100452,ATL,1610612737,CLE,1610612739,20220331
22100453,BKN,1610612751,DEN,1610612743,20220126
22100454,PHI,1610612755,NOP,1610612740,20220125
22100455,MIN,1610612750,DAL,1610612742,20211219
22100456,PHX,1610612756,CHA,1610612766,20211219
22100457,BOS,1610612738,PHI,1610612755,20211220
22100458,TOR,1610612761,ORL,1610612753,20220304
22100459,CHI,1610612741,HOU,1610612745,20211220
22100460,MEM,1610612763,OKC,1610612760,20211220
22100461,UTA,1610612762,CHA,1610612766,20211220
22100462,GSW,1610612744,SAC,1610612758,20211220
22100463,LAC,1610612746,SAS,1610612759,20211220
22100464,BKN,1610612751,WAS,1610612764,20220217
22100465,MIA,1610612748,IND,1610612754,20211221
22100466,NYK,1610612752,DET,1610612765,20211221
22100467,NOP,1610612740,POR,1610612757,20211221
22100468,DAL,1610612742,MIN,1610612750,20211221
22100469,LAL,1610612747,PHX,1610612756,20211221
22100470,ATL,1610612737,ORL,1610612753,20211222
22100471,BOS,1610612738,CLE,1610612739,20211222
22100472,CHI,1610612741,TOR,1610612761,20220126
22100473,MIL,1610612749,HOU,1610612745,20211222
22100474,OKC,1610612760,DEN,1610612743,20211222
22100475,SAC,1610612758,LAC,1610612746,20211222
22100476,IND,1610612754,HOU,1610612745,20211223
22100477,ORL,1610612753,NOP,1610612740,20211223
22100478,PHI,1610612755,ATL,1610612737,20211223
22100479,MIA,1610612748,DET,1610612765,20211223
22100480,NYK,1610612752,WAS,1610612764,20211223
22100481,DAL,1610612742,MIL,1610612749,20211223
22100482,DEN,1610612743,CHA,1610612766,20211223
22100483,PHX,1610612756,OKC,1610612760,20211223
22100484,UTA,1610612762,MIN,1610612750,20211223
22100485,GSW,1610612744,MEM,1610612763,20211223
22100486,POR,1610612757,BKN,1610612751,20220110
22100487,LAL,1610612747,SAS,1610612759,20211223
22100488,NYK,1610612752,ATL,1610612737,20211225
22100489,MIL,1610612749,BOS,1610612738,20211225
22100490,PHX,1610612756,GSW,1610612744,20211225
22100491,LAL,1610612747,BKN,1610612751,20211225
22100492,UTA,1610612762,DAL,1610612742,20211225
22100493,MIA,1610612748,ORL,1610612753,20211226
22100494,CLE,1610612739,TOR,1610612761,20211226
22100495,WAS,1610612764,PHI,1610612755,20211226
22100496,SAC,1610612758,MEM,1610612763,20211226
22100497,OKC,1610612760,NOP,1610612740,20211226
22100498,SAS,1610612759,DET,1610612765,20211226
22100499,CHI,1610612741,IND,1610612754,20211226
22100500,LAC,1610612746,DEN,1610612743,20211226
22100501,CHA,1610612766,HOU,1610612745,20211227
22100502,ATL,1610612737,CHI,1610612741,20211227
22100503,MIN,1610612750,BOS,1610612738,20211227
22100504,SAS,1610612759,UTA,1610612762,20211227
22100505,PHX,1610612756,MEM,1610612763,20211227
22100506,POR,1610612757,DAL,1610612742,20211227
22100507,LAC,1610612746,BKN,1610612751,20211227
22100508,ORL,1610612753,MIL,1610612749,20211228
22100509,MIA,1610612748,WAS,1610612764,20211228
22100510,TOR,1610612761,PHI,1610612755,20211228
22100511,HOU,1610612745,LAL,1610612747,20211228
22100512,MIN,1610612750,NYK,1610612752,20211228
22100513,NOP,1610612740,CLE,1610612739,20211228
22100514,GSW,1610612744,DEN,1610612743,20211228
22100515,SAC,1610612758,OKC,1610612760,20211228
22100516,DET,1610612765,NYK,1610612752,20211229
22100517,IND,1610612754,CHA,1610612766,20211229
22100518,BOS,1610612738,LAC,1610612746,20211229
22100519,CHI,1610612741,ATL,1610612737,20211229
22100520,MEM,1610612763,LAL,1610612747,20211229
22100521,SAS,1610612759,MIA,1610612748,20220203
22100522,PHX,1610612756,OKC,1610612760,20211229
22100523,POR,1610612757,UTA,1610612762,20211229
22100524,SAC,1610612758,DAL,1610612742,20211229
22100525,BKN,1610612751,PHI,1610612755,20211230
22100526,ORL,1610612753,MIL,1610612749,20211230
22100527,WAS,1610612764,CLE,1610612739,20211230
22100528,DEN,1610612743,GSW,1610612744,20220307
22100529,BOS,1610612738,PHX,1610612756,20211231
22100530,IND,1610612754,CHI,1610612741,20211231
22100531,SAC,1610612758,DAL,1610612742,20211231
22100532,HOU,1610612745,MIA,1610612748,20211231
22100533,CLE,1610612739,ATL,1610612737,20211231
22100534,TOR,1610612761,LAC,1610612746,20211231
22100535,MEM,1610612763,SAS,1610612759,20211231
